Text,Tokenized,Cleaned_Tokens,Sentiment
delia truly brave wondering jewelry,"['delia', 'truly', 'brave', 'wondering', 'jewelry']","['delia', 'truly', 'brave', 'wondering', 'jewelry']",3
love praying,"['love', 'praying']","['love', 'praying']",2
love prayers sweetheart time come,"['love', 'prayers', 'sweetheart', 'time', 'come']","['love', 'prayer', 'sweetheart', 'time', 'come']",2
admire strength smile got pediatric oncology nurse couple things found helpful flushing saline makes nauseous try getting peppermint ginger stick smell offer patients stand throw flush port works wonders also another product helped kiddos healios mouthwash one patients bad mouth sores chemo could barely swallow water taking supplement next cycle able eat drink fine wishing best luck,"['admire', 'strength', 'smile', 'got', 'pediatric', 'oncology', 'nurse', 'couple', 'things', 'found', 'helpful', 'flushing', 'saline', 'makes', 'nauseous', 'try', 'getting', 'peppermint', 'ginger', 'stick', 'smell', 'offer', 'patients', 'stand', 'throw', 'flush', 'port', 'works', 'wonders', 'also', 'another', 'product', 'helped', 'kiddos', 'healios', 'mouthwash', 'one', 'patients', 'bad', 'mouth', 'sores', 'chemo', 'could', 'barely', 'swallow', 'water', 'taking', 'supplement', 'next', 'cycle', 'able', 'eat', 'drink', 'fine', 'wishing', 'best', 'luck']","['admire', 'strength', 'smile', 'got', 'pediatric', 'oncology', 'nurse', 'couple', 'thing', 'found', 'helpful', 'flushing', 'saline', 'make', 'nauseous', 'try', 'getting', 'peppermint', 'ginger', 'stick', 'smell', 'offer', 'patient', 'stand', 'throw', 'flush', 'port', 'work', 'wonder', 'also', 'another', 'product', 'helped', 'kiddos', 'healios', 'mouthwash', 'one', 'patient', 'bad', 'mouth', 'sore', 'chemo', 'could', 'barely', 'swallow', 'water', 'taking', 'supplement', 'next', 'cycle', 'able', 'eat', 'drink', 'fine', 'wishing', 'best', 'luck']",2
read bible gospel john 10 10 11,"['read', 'bible', 'gospel', 'john', '10', '10', '11']","['read', 'bible', 'gospel', 'john']",1
delia watched journey cannot wait sending strength australia,"['delia', 'watched', 'journey', 'cannot', 'wait', 'sending', 'strength', 'australia']","['delia', 'watched', 'journey', 'cannot', 'wait', 'sending', 'strength', 'australia']",1
breast cancer 3 yrs ago red devil chemo renamed blood jesus told nurse devil could enter body loved used miracle mouth wash helped throat praying jesus precious blood name shall healed stripes healed fight fight jesus winner,"['breast', 'cancer', 'yrs', 'ago', 'red', 'devil', 'chemo', 'renamed', 'blood', 'jesus', 'told', 'nurse', 'devil', 'could', 'enter', 'body', 'loved', 'used', 'miracle', 'mouth', 'wash', 'helped', 'throat', 'praying', 'jesus', 'precious', 'blood', 'name', 'shall', 'healed', 'stripes', 'healed', 'fight', 'fight', 'jesus', 'winner']","['breast', 'cancer', 'ago', 'red', 'devil', 'chemo', 'renamed', 'blood', 'jesus', 'told', 'nurse', 'devil', 'could', 'enter', 'body', 'loved', 'used', 'miracle', 'mouth', 'wash', 'helped', 'throat', 'praying', 'jesus', 'precious', 'blood', 'name', 'shall', 'healed', 'stripe', 'healed', 'fight', 'fight', 'jesus', 'winner']",2
make bucket list need something look forward,"['make', 'bucket', 'list', 'need', 'something', 'look', 'forward']","['make', 'bucket', 'list', 'need', 'something', 'look', 'forward']",1
diagnosed cancer 2 months ago 4th cycle tomorrow another 10 next 6 months im struggling put pushing every day know imma beat,"['diagnosed', 'cancer', 'months', 'ago', '4th', 'cycle', 'tomorrow', 'another', '10', 'next', 'months', 'im', 'struggling', 'put', 'pushing', 'every', 'day', 'know', 'imma', 'beat']","['diagnosed', 'cancer', 'month', 'ago', '4th', 'cycle', 'tomorrow', 'another', 'next', 'month', 'struggling', 'put', 'pushing', 'every', 'day', 'know', 'imma', 'beat']",1
delia make smile praying blessings come way us love dylan great hubby sweet beautiful wifey tickle,"['delia', 'make', 'smile', 'praying', 'blessings', 'come', 'way', 'us', 'love', 'dylan', 'great', 'hubby', 'sweet', 'beautiful', 'wifey', 'tickle']","['delia', 'make', 'smile', 'praying', 'blessing', 'come', 'way', 'love', 'dylan', 'great', 'hubby', 'sweet', 'beautiful', 'wifey', 'tickle']",2
praying delia got,"['praying', 'delia', 'got']","['praying', 'delia', 'got']",1
amazing inspirational women sweetheart god watching,"['amazing', 'inspirational', 'women', 'sweetheart', 'god', 'watching']","['amazing', 'inspirational', 'woman', 'sweetheart', 'god', 'watching']",2
bravest sweetest soul seen long time xox,"['bravest', 'sweetest', 'soul', 'seen', 'long', 'time', 'xox']","['bravest', 'sweetest', 'soul', 'seen', 'long', 'time', 'xox']",1
god bless,"['god', 'bless']","['god', 'bless']",1
wow found interesting thank delia well looks fab interesting use pods like daughter type1 forms meds take care lovely ur great got xxxx,"['wow', 'found', 'interesting', 'thank', 'delia', 'well', 'looks', 'fab', 'interesting', 'use', 'pods', 'like', 'daughter', 'type1', 'forms', 'meds', 'take', 'care', 'lovely', 'ur', 'great', 'got', 'xxxx']","['wow', 'found', 'interesting', 'thank', 'delia', 'well', 'look', 'fab', 'interesting', 'use', 'pod', 'like', 'daughter', 'type1', 'form', 'med', 'take', 'care', 'lovely', 'great', 'got', 'xxxx']",2
love amazona kisses,"['love', 'amazona', 'kisses']","['love', 'amazona', 'kiss']",2
sending healing comfort love nj,"['sending', 'healing', 'comfort', 'love', 'nj']","['sending', 'healing', 'comfort', 'love']",2
ray sunshine delia strong treatments alone glad husband got yay half way took treatments alone also gave medicine put sleep radiation took lot lie finished 2010 grace god cancer free side effects radiation lasts forever told friend sending lots prayers,"['ray', 'sunshine', 'delia', 'strong', 'treatments', 'alone', 'glad', 'husband', 'got', 'yay', 'half', 'way', 'took', 'treatments', 'alone', 'also', 'gave', 'medicine', 'put', 'sleep', 'radiation', 'took', 'lot', 'lie', 'finished', '2010', 'grace', 'god', 'cancer', 'free', 'side', 'effects', 'radiation', 'lasts', 'forever', 'told', 'friend', 'sending', 'lots', 'prayers']","['ray', 'sunshine', 'delia', 'strong', 'treatment', 'alone', 'glad', 'husband', 'got', 'yay', 'half', 'way', 'took', 'treatment', 'alone', 'also', 'gave', 'medicine', 'put', 'sleep', 'radiation', 'took', 'lot', 'lie', 'finished', '2010', 'grace', 'god', 'cancer', 'free', 'side', 'effect', 'radiation', 'last', 'forever', 'told', 'friend', 'sending', 'lot', 'prayer']",2
wondering day great see new video journey get updates instagram twitter rely specifically youtube videos check delia,"['wondering', 'day', 'great', 'see', 'new', 'video', 'journey', 'get', 'updates', 'instagram', 'twitter', 'rely', 'specifically', 'youtube', 'videos', 'check', 'delia']","['wondering', 'day', 'great', 'see', 'new', 'video', 'journey', 'get', 'update', 'instagram', 'twitter', 'rely', 'specifically', 'youtube', 'video', 'check', 'delia']",2
brave beautifully driven share journey sending love hugs,"['brave', 'beautifully', 'driven', 'share', 'journey', 'sending', 'love', 'hugs']","['brave', 'beautifully', 'driven', 'share', 'journey', 'sending', 'love', 'hug']",3
strong brave know could cope amazing,"['strong', 'brave', 'know', 'could', 'cope', 'amazing']","['strong', 'brave', 'know', 'could', 'cope', 'amazing']",2
strong warriorsister finished 16th treatment 2 days ago happy restrictions like waiting get surgery 4 6 weeks need stay strong fight,"['strong', 'warriorsister', 'finished', '16th', 'treatment', 'days', 'ago', 'happy', 'restrictions', 'like', 'waiting', 'get', 'surgery', 'weeks', 'need', 'stay', 'strong', 'fight']","['strong', 'warriorsister', 'finished', '16th', 'treatment', 'day', 'ago', 'happy', 'restriction', 'like', 'waiting', 'get', 'surgery', 'week', 'need', 'stay', 'strong', 'fight']",2
want elementary absolutely gorgeous natural makeup beautiful,"['want', 'elementary', 'absolutely', 'gorgeous', 'natural', 'makeup', 'beautiful']","['want', 'elementary', 'absolutely', 'gorgeous', 'natural', 'makeup', 'beautiful']",2
strong beautiful keep going strong,"['strong', 'beautiful', 'keep', 'going', 'strong']","['strong', 'beautiful', 'keep', 'going', 'strong']",2
brave delia godbless,"['brave', 'delia', 'godbless']","['brave', 'delia', 'godbless']",3
loving much,"['loving', 'much']","['loving', 'much']",2
saline taste reminds scotch tape,"['saline', 'taste', 'reminds', 'scotch', 'tape']","['saline', 'taste', 'reminds', 'scotch', 'tape']",1
courage belle personne,"['courage', 'belle', 'personne']","['courage', 'belle', 'personne']",1
way sick go threw glad dylan keep company game plan shrink tumor get mastectomy need,"['way', 'sick', 'go', 'threw', 'glad', 'dylan', 'keep', 'company', 'game', 'plan', 'shrink', 'tumor', 'get', 'mastectomy', 'need']","['way', 'sick', 'threw', 'glad', 'dylan', 'keep', 'company', 'game', 'plan', 'shrink', 'tumor', 'get', 'mastectomy', 'need']",0
prayers,['prayers'],['prayer'],1
delia strong sweet hate seeing go confused chemo first maybe surgery always thought surgery first get tumor chemo either way strong courageous praying family,"['delia', 'strong', 'sweet', 'hate', 'seeing', 'go', 'confused', 'chemo', 'first', 'maybe', 'surgery', 'always', 'thought', 'surgery', 'first', 'get', 'tumor', 'chemo', 'either', 'way', 'strong', 'courageous', 'praying', 'family']","['delia', 'strong', 'sweet', 'hate', 'seeing', 'confused', 'chemo', 'first', 'maybe', 'surgery', 'always', 'thought', 'surgery', 'first', 'get', 'tumor', 'chemo', 'either', 'way', 'strong', 'courageous', 'praying', 'family']",1
u naturally beautiful god bless sending love houston,"['naturally', 'beautiful', 'god', 'bless', 'sending', 'love', 'houston']","['naturally', 'beautiful', 'god', 'bless', 'sending', 'love', 'houston']",2
sil kicked cancer curb xx stay positive,"['sil', 'kicked', 'cancer', 'curb', 'xx', 'stay', 'positive']","['sil', 'kicked', 'cancer', 'curb', 'stay', 'positive']",2
courage everything going fine mom finished 3 months chemotherapy starts rays bad time pass soon see behind god bless,"['courage', 'everything', 'going', 'fine', 'mom', 'finished', 'months', 'chemotherapy', 'starts', 'rays', 'bad', 'time', 'pass', 'soon', 'see', 'behind', 'god', 'bless']","['courage', 'everything', 'going', 'fine', 'mom', 'finished', 'month', 'chemotherapy', 'start', 'ray', 'bad', 'time', 'pas', 'soon', 'see', 'behind', 'god', 'bless']",0
incredibly moved inspired testimony us beautiful marriage testimony well yes delia love lightest tickle anywhere best many blessings sweet beautiful girl also sweet dylan well,"['incredibly', 'moved', 'inspired', 'testimony', 'us', 'beautiful', 'marriage', 'testimony', 'well', 'yes', 'delia', 'love', 'lightest', 'tickle', 'anywhere', 'best', 'many', 'blessings', 'sweet', 'beautiful', 'girl', 'also', 'sweet', 'dylan', 'well']","['incredibly', 'moved', 'inspired', 'testimony', 'beautiful', 'marriage', 'testimony', 'well', 'yes', 'delia', 'love', 'lightest', 'tickle', 'anywhere', 'best', 'many', 'blessing', 'sweet', 'beautiful', 'girl', 'also', 'sweet', 'dylan', 'well']",2
look awesome love still eating healthy taking care chemo say rhyme reason people get cancer others appreciate chemo many really healthy people think good food need get thru cancer incorrect good nutrition part chemo also important also keep fighting,"['look', 'awesome', 'love', 'still', 'eating', 'healthy', 'taking', 'care', 'chemo', 'say', 'rhyme', 'reason', 'people', 'get', 'cancer', 'others', 'appreciate', 'chemo', 'many', 'really', 'healthy', 'people', 'think', 'good', 'food', 'need', 'get', 'thru', 'cancer', 'incorrect', 'good', 'nutrition', 'part', 'chemo', 'also', 'important', 'also', 'keep', 'fighting']","['look', 'awesome', 'love', 'still', 'eating', 'healthy', 'taking', 'care', 'chemo', 'say', 'rhyme', 'reason', 'people', 'get', 'cancer', 'others', 'appreciate', 'chemo', 'many', 'really', 'healthy', 'people', 'think', 'good', 'food', 'need', 'get', 'thru', 'cancer', 'incorrect', 'good', 'nutrition', 'part', 'chemo', 'also', 'important', 'also', 'keep', 'fighting']",2
said prayer got girl stay strong positive big hugs california,"['said', 'prayer', 'got', 'girl', 'stay', 'strong', 'positive', 'big', 'hugs', 'california']","['said', 'prayer', 'got', 'girl', 'stay', 'strong', 'positive', 'big', 'hug', 'california']",2
u really strong beautiful voice sweet dylan nice always supporting take rest happy many blessings prayers,"['really', 'strong', 'beautiful', 'voice', 'sweet', 'dylan', 'nice', 'always', 'supporting', 'take', 'rest', 'happy', 'many', 'blessings', 'prayers']","['really', 'strong', 'beautiful', 'voice', 'sweet', 'dylan', 'nice', 'always', 'supporting', 'take', 'rest', 'happy', 'many', 'blessing', 'prayer']",2
delia amazing praying happy dylan infusions got girl hugs,"['delia', 'amazing', 'praying', 'happy', 'dylan', 'infusions', 'got', 'girl', 'hugs']","['delia', 'amazing', 'praying', 'happy', 'dylan', 'infusion', 'got', 'girl', 'hug']",3
strong unbelievable positive stay time keep praying smile thought ticklish bro dylan,"['strong', 'unbelievable', 'positive', 'stay', 'time', 'keep', 'praying', 'smile', 'thought', 'ticklish', 'bro', 'dylan']","['strong', 'unbelievable', 'positive', 'stay', 'time', 'keep', 'praying', 'smile', 'thought', 'ticklish', 'bro', 'dylan']",2
god give inspirational couple united strength grace need keep going keep trusting get let us witness goodness mercy life jesus name,"['god', 'give', 'inspirational', 'couple', 'united', 'strength', 'grace', 'need', 'keep', 'going', 'keep', 'trusting', 'get', 'let', 'us', 'witness', 'goodness', 'mercy', 'life', 'jesus', 'name']","['god', 'give', 'inspirational', 'couple', 'united', 'strength', 'grace', 'need', 'keep', 'going', 'keep', 'trusting', 'get', 'let', 'witness', 'goodness', 'mercy', 'life', 'jesus', 'name']",2
truly amazing young women facing grace positivity true inspiration world loved visit grandpa family prayers love,"['truly', 'amazing', 'young', 'women', 'facing', 'grace', 'positivity', 'true', 'inspiration', 'world', 'loved', 'visit', 'grandpa', 'family', 'prayers', 'love']","['truly', 'amazing', 'young', 'woman', 'facing', 'grace', 'positivity', 'true', 'inspiration', 'world', 'loved', 'visit', 'grandpa', 'family', 'prayer', 'love']",2
amazing strong cancer one month hard see family important let journey begin sending blessings family,"['amazing', 'strong', 'cancer', 'one', 'month', 'hard', 'see', 'family', 'important', 'let', 'journey', 'begin', 'sending', 'blessings', 'family']","['amazing', 'strong', 'cancer', 'one', 'month', 'hard', 'see', 'family', 'important', 'let', 'journey', 'begin', 'sending', 'blessing', 'family']",2
proud sending love healing,"['proud', 'sending', 'love', 'healing']","['proud', 'sending', 'love', 'healing']",2
god make win faith,"['god', 'make', 'win', 'faith']","['god', 'make', 'win', 'faith']",3
guys precious together god bless keep,"['guys', 'precious', 'together', 'god', 'bless', 'keep']","['guy', 'precious', 'together', 'god', 'bless', 'keep']",2
strong miss delia pray believe survive gods name,"['strong', 'miss', 'delia', 'pray', 'believe', 'survive', 'gods', 'name']","['strong', 'miss', 'delia', 'pray', 'believe', 'survive', 'god', 'name']",2
praying healing beautiful delia,"['praying', 'healing', 'beautiful', 'delia']","['praying', 'healing', 'beautiful', 'delia']",3
god bless one strong woman praying,"['god', 'bless', 'one', 'strong', 'woman', 'praying']","['god', 'bless', 'one', 'strong', 'woman', 'praying']",2
delia amazing beautiful person god great plans help cry watching strong women great attitude outlook continuing keep prayers wait celebrate cancer free moment said done,"['delia', 'amazing', 'beautiful', 'person', 'god', 'great', 'plans', 'help', 'cry', 'watching', 'strong', 'women', 'great', 'attitude', 'outlook', 'continuing', 'keep', 'prayers', 'wait', 'celebrate', 'cancer', 'free', 'moment', 'said', 'done']","['delia', 'amazing', 'beautiful', 'person', 'god', 'great', 'plan', 'help', 'cry', 'watching', 'strong', 'woman', 'great', 'attitude', 'outlook', 'continuing', 'keep', 'prayer', 'wait', 'celebrate', 'cancer', 'free', 'moment', 'said', 'done']",2
prayers sent,"['prayers', 'sent']","['prayer', 'sent']",1
get tickled sleep every night sorry going,"['get', 'tickled', 'sleep', 'every', 'night', 'sorry', 'going']","['get', 'tickled', 'sleep', 'every', 'night', 'sorry', 'going']",0
inspiration women everywhere keep fighting got,"['inspiration', 'women', 'everywhere', 'keep', 'fighting', 'got']","['inspiration', 'woman', 'everywhere', 'keep', 'fighting', 'got']",1
positive situations well hope delia get well soon,"['positive', 'situations', 'well', 'hope', 'delia', 'get', 'well', 'soon']","['positive', 'situation', 'well', 'hope', 'delia', 'get', 'well', 'soon']",2
sending light,"['sending', 'light']","['sending', 'light']",2
delia want send big hug strong brave god hands husband adores good source strength im praying healing sweet girl praying strength god dylan sending bunches love,"['delia', 'want', 'send', 'big', 'hug', 'strong', 'brave', 'god', 'hands', 'husband', 'adores', 'good', 'source', 'strength', 'im', 'praying', 'healing', 'sweet', 'girl', 'praying', 'strength', 'god', 'dylan', 'sending', 'bunches', 'love']","['delia', 'want', 'send', 'big', 'hug', 'strong', 'brave', 'god', 'hand', 'husband', 'adores', 'good', 'source', 'strength', 'praying', 'healing', 'sweet', 'girl', 'praying', 'strength', 'god', 'dylan', 'sending', 'bunch', 'love']",2
warrior delia keep fighting praying,"['warrior', 'delia', 'keep', 'fighting', 'praying']","['warrior', 'delia', 'keep', 'fighting', 'praying']",1
sorry go thru cancer hysterectomy year later came back radiation well praying end well,"['sorry', 'go', 'thru', 'cancer', 'hysterectomy', 'year', 'later', 'came', 'back', 'radiation', 'well', 'praying', 'end', 'well']","['sorry', 'thru', 'cancer', 'hysterectomy', 'year', 'later', 'came', 'back', 'radiation', 'well', 'praying', 'end', 'well']",0
husband endured six years numbing cream puts port 30 mins stick helps lot also takes claritin non brand real claritin helps body pain sounds weird works avoids pain pills much possible constipate cause gastric issues craves oranges aggravate mouth sores orange sherbet push ups make happy one day time us one moment time,"['husband', 'endured', 'six', 'years', 'numbing', 'cream', 'puts', 'port', '30', 'mins', 'stick', 'helps', 'lot', 'also', 'takes', 'claritin', 'non', 'brand', 'real', 'claritin', 'helps', 'body', 'pain', 'sounds', 'weird', 'works', 'avoids', 'pain', 'pills', 'much', 'possible', 'constipate', 'cause', 'gastric', 'issues', 'craves', 'oranges', 'aggravate', 'mouth', 'sores', 'orange', 'sherbet', 'push', 'ups', 'make', 'happy', 'one', 'day', 'time', 'us', 'one', 'moment', 'time']","['husband', 'endured', 'six', 'year', 'numbing', 'cream', 'put', 'port', 'min', 'stick', 'help', 'lot', 'also', 'take', 'claritin', 'non', 'brand', 'real', 'claritin', 'help', 'body', 'pain', 'sound', 'weird', 'work', 'avoids', 'pain', 'pill', 'much', 'possible', 'constipate', 'cause', 'gastric', 'issue', 'craves', 'orange', 'aggravate', 'mouth', 'sore', 'orange', 'sherbet', 'push', 'ups', 'make', 'happy', 'one', 'day', 'time', 'one', 'moment', 'time']",2
keeping prayers thoughts,"['keeping', 'prayers', 'thoughts']","['keeping', 'prayer', 'thought']",1
mama breast cancer 43 young still remember call fell ground 15 years past survivor strong sorry ha go due first mammogram 37 terrified 2 small kids cancer sucks thank sharing journey strong women,"['mama', 'breast', 'cancer', '43', 'young', 'still', 'remember', 'call', 'fell', 'ground', '15', 'years', 'past', 'survivor', 'strong', 'sorry', 'ha', 'go', 'due', 'first', 'mammogram', '37', 'terrified', 'small', 'kids', 'cancer', 'sucks', 'thank', 'sharing', 'journey', 'strong', 'women']","['mama', 'breast', 'cancer', 'young', 'still', 'remember', 'call', 'fell', 'ground', 'year', 'past', 'survivor', 'strong', 'sorry', 'due', 'first', 'mammogram', 'terrified', 'small', 'kid', 'cancer', 'suck', 'thank', 'sharing', 'journey', 'strong', 'woman']",1
wish well stay strong,"['wish', 'well', 'stay', 'strong']","['wish', 'well', 'stay', 'strong']",2
say hello bali island indonesia delia keep fighting convince hod blessing,"['say', 'hello', 'bali', 'island', 'indonesia', 'delia', 'keep', 'fighting', 'convince', 'hod', 'blessing']","['say', 'hello', 'bali', 'island', 'indonesia', 'delia', 'keep', 'fighting', 'convince', 'hod', 'blessing']",1
delia beautiful woman inside see heart gold strong got hard things much love prayers hope meet one day live gilbert az hope meet one day,"['delia', 'beautiful', 'woman', 'inside', 'see', 'heart', 'gold', 'strong', 'got', 'hard', 'things', 'much', 'love', 'prayers', 'hope', 'meet', 'one', 'day', 'live', 'gilbert', 'az', 'hope', 'meet', 'one', 'day']","['delia', 'beautiful', 'woman', 'inside', 'see', 'heart', 'gold', 'strong', 'got', 'hard', 'thing', 'much', 'love', 'prayer', 'hope', 'meet', 'one', 'day', 'live', 'gilbert', 'hope', 'meet', 'one', 'day']",2
praying journey amazing thank sharing us live life deserve xoxo,"['praying', 'journey', 'amazing', 'thank', 'sharing', 'us', 'live', 'life', 'deserve', 'xoxo']","['praying', 'journey', 'amazing', 'thank', 'sharing', 'live', 'life', 'deserve', 'xoxo']",2
strong love love,"['strong', 'love', 'love']","['strong', 'love', 'love']",2
thoughts prayers delia gotta lil teared watching going thing last year stay strong keep mind strong fantastic,"['thoughts', 'prayers', 'delia', 'gotta', 'lil', 'teared', 'watching', 'going', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong', 'fantastic']","['thought', 'prayer', 'delia', 'gotta', 'lil', 'teared', 'watching', 'going', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong', 'fantastic']",2
thank sharing story delia dylan brave video brought back many memories important memory support family friends acquaintances strangers lean support delia makes difference keep husband family friends thoughts prayers one day look back journey like today survivor stay strong friend,"['thank', 'sharing', 'story', 'delia', 'dylan', 'brave', 'video', 'brought', 'back', 'many', 'memories', 'important', 'memory', 'support', 'family', 'friends', 'acquaintances', 'strangers', 'lean', 'support', 'delia', 'makes', 'difference', 'keep', 'husband', 'family', 'friends', 'thoughts', 'prayers', 'one', 'day', 'look', 'back', 'journey', 'like', 'today', 'survivor', 'stay', 'strong', 'friend']","['thank', 'sharing', 'story', 'delia', 'dylan', 'brave', 'video', 'brought', 'back', 'many', 'memory', 'important', 'memory', 'support', 'family', 'friend', 'acquaintance', 'stranger', 'lean', 'support', 'delia', 'make', 'difference', 'keep', 'husband', 'family', 'friend', 'thought', 'prayer', 'one', 'day', 'look', 'back', 'journey', 'like', 'today', 'survivor', 'stay', 'strong', 'friend']",2
sorry delia go stay stronge praying love guys,"['sorry', 'delia', 'go', 'stay', 'stronge', 'praying', 'love', 'guys']","['sorry', 'delia', 'stay', 'stronge', 'praying', 'love', 'guy']",1
delia still stunning polite staff constantly thanking got delia loving husband prayers sent way,"['delia', 'still', 'stunning', 'polite', 'staff', 'constantly', 'thanking', 'got', 'delia', 'loving', 'husband', 'prayers', 'sent', 'way']","['delia', 'still', 'stunning', 'polite', 'staff', 'constantly', 'thanking', 'got', 'delia', 'loving', 'husband', 'prayer', 'sent', 'way']",2
amazing woman strong positive brave beautiful sending lots prayers conquer difficult challenge thank much sharing journey us,"['amazing', 'woman', 'strong', 'positive', 'brave', 'beautiful', 'sending', 'lots', 'prayers', 'conquer', 'difficult', 'challenge', 'thank', 'much', 'sharing', 'journey', 'us']","['amazing', 'woman', 'strong', 'positive', 'brave', 'beautiful', 'sending', 'lot', 'prayer', 'conquer', 'difficult', 'challenge', 'thank', 'much', 'sharing', 'journey']",2
delia strong inspire many people pray healing smooth recovery god bless dylan,"['delia', 'strong', 'inspire', 'many', 'people', 'pray', 'healing', 'smooth', 'recovery', 'god', 'bless', 'dylan']","['delia', 'strong', 'inspire', 'many', 'people', 'pray', 'healing', 'smooth', 'recovery', 'god', 'bless', 'dylan']",2
dylan delia,"['dylan', 'delia']","['dylan', 'delia']",1
strong women smile bright stay strong prayers,"['strong', 'women', 'smile', 'bright', 'stay', 'strong', 'prayers']","['strong', 'woman', 'smile', 'bright', 'stay', 'strong', 'prayer']",2
beauty inside,"['beauty', 'inside']","['beauty', 'inside']",1
going strong girly,"['going', 'strong', 'girly']","['going', 'strong', 'girly']",2
heavenly father please guide strengthen delia along journey thank sharing us rooting strong,"['heavenly', 'father', 'please', 'guide', 'strengthen', 'delia', 'along', 'journey', 'thank', 'sharing', 'us', 'rooting', 'strong']","['heavenly', 'father', 'please', 'guide', 'strengthen', 'delia', 'along', 'journey', 'thank', 'sharing', 'rooting', 'strong']",2
praying strong got,"['praying', 'strong', 'got']","['praying', 'strong', 'got']",2
really appreciate vulnerable sharing journey cancer treatments taking notes want brave strong ever need go cancer treatment thank got home utah close neck woods beautiful state really enjoyed arches canyonlands lot hiking amazing wonderful stand awe god creation also went park city blast olympic park please know thoughts prayers asked lord give continued strength healing mean advancement treatment amazing helping many people videos sending hugs cutest couple,"['really', 'appreciate', 'vulnerable', 'sharing', 'journey', 'cancer', 'treatments', 'taking', 'notes', 'want', 'brave', 'strong', 'ever', 'need', 'go', 'cancer', 'treatment', 'thank', 'got', 'home', 'utah', 'close', 'neck', 'woods', 'beautiful', 'state', 'really', 'enjoyed', 'arches', 'canyonlands', 'lot', 'hiking', 'amazing', 'wonderful', 'stand', 'awe', 'god', 'creation', 'also', 'went', 'park', 'city', 'blast', 'olympic', 'park', 'please', 'know', 'thoughts', 'prayers', 'asked', 'lord', 'give', 'continued', 'strength', 'healing', 'mean', 'advancement', 'treatment', 'amazing', 'helping', 'many', 'people', 'videos', 'sending', 'hugs', 'cutest', 'couple']","['really', 'appreciate', 'vulnerable', 'sharing', 'journey', 'cancer', 'treatment', 'taking', 'note', 'want', 'brave', 'strong', 'ever', 'need', 'cancer', 'treatment', 'thank', 'got', 'home', 'utah', 'close', 'neck', 'wood', 'beautiful', 'state', 'really', 'enjoyed', 'arch', 'canyonlands', 'lot', 'hiking', 'amazing', 'wonderful', 'stand', 'awe', 'god', 'creation', 'also', 'went', 'park', 'city', 'blast', 'olympic', 'park', 'please', 'know', 'thought', 'prayer', 'asked', 'lord', 'give', 'continued', 'strength', 'healing', 'mean', 'advancement', 'treatment', 'amazing', 'helping', 'many', 'people', 'video', 'sending', 'hug', 'cutest', 'couple']",2
god bless,"['god', 'bless']","['god', 'bless']",1
sorry going pray great god heaven heal restore body add years life jesus loves believe god,"['sorry', 'going', 'pray', 'great', 'god', 'heaven', 'heal', 'restore', 'body', 'add', 'years', 'life', 'jesus', 'loves', 'believe', 'god']","['sorry', 'going', 'pray', 'great', 'god', 'heaven', 'heal', 'restore', 'body', 'add', 'year', 'life', 'jesus', 'love', 'believe', 'god']",2
dylan,['dylan'],['dylan'],1
god bless sweetheart,"['god', 'bless', 'sweetheart']","['god', 'bless', 'sweetheart']",1
positivity spirit beautiful im sorry watch go challenge light wishing complete healing strength happy husband got go,"['positivity', 'spirit', 'beautiful', 'im', 'sorry', 'watch', 'go', 'challenge', 'light', 'wishing', 'complete', 'healing', 'strength', 'happy', 'husband', 'got', 'go']","['positivity', 'spirit', 'beautiful', 'sorry', 'watch', 'challenge', 'light', 'wishing', 'complete', 'healing', 'strength', 'happy', 'husband', 'got']",2
dylan delia brave courageous lives inspiring great testimony faith difficult circumstances bring many see light thank sharing story despite never leave forsake,"['dylan', 'delia', 'brave', 'courageous', 'lives', 'inspiring', 'great', 'testimony', 'faith', 'difficult', 'circumstances', 'bring', 'many', 'see', 'light', 'thank', 'sharing', 'story', 'despite', 'never', 'leave', 'forsake']","['dylan', 'delia', 'brave', 'courageous', 'life', 'inspiring', 'great', 'testimony', 'faith', 'difficult', 'circumstance', 'bring', 'many', 'see', 'light', 'thank', 'sharing', 'story', 'despite', 'never', 'leave', 'forsake']",2
delia verygood example wish get best treatment recover soon stay strong,"['delia', 'verygood', 'example', 'wish', 'get', 'best', 'treatment', 'recover', 'soon', 'stay', 'strong']","['delia', 'verygood', 'example', 'wish', 'get', 'best', 'treatment', 'recover', 'soon', 'stay', 'strong']",3
delia mind much sending hugs prayers,"['delia', 'mind', 'much', 'sending', 'hugs', 'prayers']","['delia', 'mind', 'much', 'sending', 'hug', 'prayer']",2
look beautiful got sending love way,"['look', 'beautiful', 'got', 'sending', 'love', 'way']","['look', 'beautiful', 'got', 'sending', 'love', 'way']",2
