data,tokens
comment: tv doctors🤣🤣   yeah right ask doctor suese toochrist,"['comment', 'tv', 'yeah', 'right', 'ask', 'doctor', 'suese', 'toochrist']"
comment: i’m starting to think this guy never beat shaq,"['comment', 'start', 'think', 'guy', 'never', 'beat', 'shaq']"
comment: this looks like meth or heroin,"['comment', 'look', 'like', 'meth', 'heroin']"
comment: why does he look so hiv positive,"['comment', 'look', 'hiv', 'positive']"
"comment: httpswwwyoutubecomwatchvpeudvuvdzbkts
httpswwwyoutubecomwatchvszchhbiccwts
httpswwwyoutubecomwatchvctasxyfhyts
httpswwwyoutubecomwatchvfkkhlbie
httpswwwyoutubecomwatchvgtsiimipqts
httpswwwyoutubecomwatchvlnhmxfsnmkts
httpswwwyoutubecomwatchvyjcwlwigi
httpswwwyoutubecomwatchvfoexzmysdy
httpswwwyoutubecomwatchvpqfxratwhelistplbffdfebfindex","['comment', 'httpswwwyoutubecomwatchvpeudvuvdzbkts', 'httpswwwyoutubecomwatchvszchhbiccwts', 'httpswwwyoutubecomwatchvctasxyfhyts', 'httpswwwyoutubecomwatchvfkkhlbie', 'httpswwwyoutubecomwatchvgtsiimipqts', 'httpswwwyoutubecomwatchvlnhmxfsnmkts', 'httpswwwyoutubecomwatchvyjcwlwigi', 'httpswwwyoutubecomwatchvfoexzmysdy', 'httpswwwyoutubecomwatchvpqfxratwhelistplbffdfebfindex']"
comment: lololollolollll is this real is this real life hahahahhahahahha dude you have to understand that this is so fucking funny why is this being filmed hahahaha,"['comment', 'lololollolollll', 'real', 'real', 'life', 'hahahahhahahahha', 'dude', 'understand', 'fuck', 'funny', 'film', 'hahahaha']"
comment: being suffering from hiv is not the end of life there is still another hope that you are going to be cure from it through dralamalegmailcom or on whatsapp,"['comment', 'suffer', 'hiv', 'end', 'life', 'still', 'another', 'hope', 'go', 'cure', 'dralamalegmailcom', 'whatsapp']"
"comment: my husband was diagnosed with stage iv pancreatic cancer two years ago he had symptoms two years prior to his diagnosis of backache fullness stomachache and light headedness faintness he has had chemotherapy and radiation went into remission for  months but it returned he is going into his nd year of gemzar and the cancerous tumor continues to shrink the chemotherapy is tough on him and his quality of life they say he is in the elite  survival rate but we need different treatment options it was very fustrating for me and the familyi was told about dr harvey when i heard about his good works with his herbal medicine from my friend i requested for his contact information of this man and after some days i called him and explained everything to me he told me about his herbal products i bought it from him and followed his instructions on how to administer it to my husband i believed so much in him and god behold after  weeks we went back to the hospital to carry out some tests my husband was totally cured and free im so thankful to dr harvey and all my friends and family for the support and prayers through those hard periodyou can contact dr harvey via emaildrharveyphytotherapyyahoocom
whatsapp
he cures all types of cancers and all diseases with his natural herbs","['comment', 'husband', 'diagnose', 'stage', 'iv', 'pancreatic', 'cancer', 'two', 'years', 'ago', 'symptoms', 'two', 'years', 'prior', 'diagnosis', 'backache', 'fullness', 'stomachache', 'light', 'headedness', 'faintness', 'chemotherapy', 'radiation', 'go', 'remission', 'months', 'return', 'go', 'nd', 'year', 'gemzar', 'cancerous', 'tumor', 'continue', 'shrink', 'chemotherapy', 'tough', 'quality', 'life', 'say', 'elite', 'survival', 'rate', 'need', 'different', 'treatment', 'options', 'fustrating', 'familyi', 'tell', 'dr', 'harvey', 'hear', 'good', 'work', 'herbal', 'medicine', 'friend', 'request', 'contact', 'information', 'man', 'days', 'call', 'explain', 'everything', 'tell', 'herbal', 'products', 'buy', 'follow', 'instructions', 'administer', 'husband', 'believe', 'much', 'god', 'behold', 'weeks', 'go', 'back', 'hospital', 'carry', 'test', 'husband', 'totally', 'cure', 'free', 'im', 'thankful', 'dr', 'harvey', 'friends', 'family', 'support', 'prayers', 'hard', 'periodyou', 'contact', 'dr', 'harvey', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp', 'cure', 'type', 'cancers', 'diseases', 'natural', 'herbs']"
comment: that aint nothing but crack,"['comment', 'aint', 'nothing', 'crack']"
"comment: i have been with hiv alds since  which i later met these dr oguku online and he cured me from my sickness and now i am a living testimony in any problem you have i believe he can solve it contact his email drogukusolutiontempl
egmailcom or whatsapp him  also","['comment', 'hiv', 'alds', 'since', 'later', 'meet', 'dr', 'oguku', 'online', 'cure', 'sickness', 'live', 'testimony', 'problem', 'believe', 'solve', 'contact', 'email', 'drogukusolutiontempl', 'egmailcom', 'whatsapp', 'also']"
"comment: if i ever got diagnosed with aids that would be the day i quit caring about myself and i would start experimenting with hard drugs an overdose would kill me not aids  because aids death sentence destroying your self esteem self confidence self image your body from the inside out and you yourself knows that your rapidly dying  resulting in not really caring anymore your dying so me personally i would help my self die so no suffering is extended 




im clean i do not have any diseases i dont smoke cigarettes only mad weed i was just saying if i ever contracted aids","['comment', 'ever', 'get', 'diagnose', 'aid', 'would', 'day', 'quit', 'care', 'would', 'start', 'experiment', 'hard', 'drug', 'overdose', 'would', 'kill', 'aid', 'aid', 'death', 'sentence', 'destroy', 'self', 'esteem', 'self', 'confidence', 'self', 'image', 'body', 'inside', 'know', 'rapidly', 'die', 'result', 'really', 'care', 'anymore', 'die', 'personally', 'would', 'help', 'self', 'die', 'suffer', 'extend', 'im', 'clean', 'diseases', 'dont', 'smoke', 'cigarettes', 'mad', 'weed', 'say', 'ever', 'contract', 'aid']"
"comment: i’m so happy to testify of the good work of dr ologunebi  i suffer from hiv virus since  and i had frequent symptoms in part of my body and my private area after some time it will go away after using acyclovir drugs then come back after some months it was disheartening since i have been diagnosed but after finding dr ologunebi and his reviews i was convinced that he will definitely cure me and so i contacted him and he told me how to get his medicine and how to use it for just  days and i will go for check up my result we be negative at first i said how can that be possible but i used his herbal medicine after making purchase and truly i used it and went for the test again and my result came back negative so i made it a task to share this good testimony in the internet so that those sick can benefit and get cured what app or call
email ologunebiridwangmailcom","['comment', 'happy', 'testify', 'good', 'work', 'dr', 'ologunebi', 'suffer', 'hiv', 'virus', 'since', 'frequent', 'symptoms', 'part', 'body', 'private', 'area', 'time', 'go', 'away', 'use', 'acyclovir', 'drug', 'come', 'back', 'months', 'dishearten', 'since', 'diagnose', 'find', 'dr', 'ologunebi', 'review', 'convince', 'definitely', 'cure', 'contact', 'tell', 'get', 'medicine', 'use', 'days', 'go', 'check', 'result', 'negative', 'first', 'say', 'possible', 'use', 'herbal', 'medicine', 'make', 'purchase', 'truly', 'use', 'go', 'test', 'result', 'come', 'back', 'negative', 'make', 'task', 'share', 'good', 'testimony', 'internet', 'sick', 'benefit', 'get', 'cure', 'app', 'call', 'email', 'ologunebiridwangmailcom']"
comment: i’m so happy to testify of the good work of dr ologunebi  i suffer from hiv virus since  and i had frequent symptoms in part of my body and my private area after some time it will go away after using acyclovir drugs then come back after some months it was disheartening since i have been diagnosed but after finding dr ologunebi and his reviews i was convinced that he will definitely cure me and so i contacted him and he told me how to get his medicine and how to use it for just  days and i will go for check up my result we be negative at first i said how can that be possible but i used his herbal medicine after making purchase and truly i used it and went for the test again and my result came back negative so i made it a task to share this good testimony in the internet so that those sick can benefit and get cured what app or call email ologunebiridwangmailcom,"['comment', 'happy', 'testify', 'good', 'work', 'dr', 'ologunebi', 'suffer', 'hiv', 'virus', 'since', 'frequent', 'symptoms', 'part', 'body', 'private', 'area', 'time', 'go', 'away', 'use', 'acyclovir', 'drug', 'come', 'back', 'months', 'dishearten', 'since', 'diagnose', 'find', 'dr', 'ologunebi', 'review', 'convince', 'definitely', 'cure', 'contact', 'tell', 'get', 'medicine', 'use', 'days', 'go', 'check', 'result', 'negative', 'first', 'say', 'possible', 'use', 'herbal', 'medicine', 'make', 'purchase', 'truly', 'use', 'go', 'test', 'result', 'come', 'back', 'negative', 'make', 'task', 'share', 'good', 'testimony', 'internet', 'sick', 'benefit', 'get', 'cure', 'app', 'call', 'email', 'ologunebiridwangmailcom']"
comment: ,['comment']
comment: please consider supporting the lavender clinic which is the only transgender and lgbqi nonprofit healthcare center in hawaii httpswwwpaypalcombizfundidypmuln,"['comment', 'please', 'consider', 'support', 'lavender', 'clinic', 'transgender', 'lgbqi', 'nonprofit', 'healthcare', 'center', 'hawaii', 'httpswwwpaypalcombizfundidypmuln']"
comment: that look when he found out really said whew im hiv negative im gonna go celebrate by doing drugs and having sex with strangers,"['comment', 'look', 'find', 'really', 'say', 'whew', 'im', 'hiv', 'negative', 'im', 'gon', 'na', 'go', 'celebrate', 'drug', 'sex', 'strangers']"
comment: hello everyone are you hiv positive worry no more you can cure hiv through herbs i was diagnosed of hiv for three years i was cured by doctor akhigbedr through his herbal medicine contact doctor akhigbe he also bring back my love im so happy now im very very grateful you can whatsapp him   and you can also message him on gmail drakhigbehomegmailcom,"['comment', 'hello', 'everyone', 'hiv', 'positive', 'worry', 'cure', 'hiv', 'herbs', 'diagnose', 'hiv', 'three', 'years', 'cure', 'doctor', 'akhigbedr', 'herbal', 'medicine', 'contact', 'doctor', 'akhigbe', 'also', 'bring', 'back', 'love', 'im', 'happy', 'im', 'grateful', 'whatsapp', 'also', 'message', 'gmail', 'drakhigbehomegmailcom']"
"comment: i want to give thanks to god and give hope to people who are

diagnosed hiv i never believed i will be free from hiv you

know what we do takings a whole lot of drugs going to

government hospital taking drugs but in all we are not free

from the virus i kept on living with my virus for about  years i

suffered rejection and i was ashamed you know hivs

theres really a cure i saw an article of various testimony

online about this herbal doctor dr efe i contacted him

and this healer shipped me a cure i tried this and it first

started with my cd my cd improved by weeks i finished the

herbal medication and now im free from this virusfriends and

i say again traditional remedies are the real cure there is a

cure my friends contact this herbal doctor that cured me if

you do not want to live with your virus forever his email  drefegmailcom

whatsapp number  thank me later you will

be happy again like me","['comment', 'want', 'give', 'thank', 'god', 'give', 'hope', 'people', 'diagnose', 'hiv', 'never', 'believe', 'free', 'hiv', 'know', 'take', 'whole', 'lot', 'drug', 'go', 'government', 'hospital', 'take', 'drug', 'free', 'virus', 'keep', 'live', 'virus', 'years', 'suffer', 'rejection', 'ashamed', 'know', 'hivs', 'theres', 'really', 'cure', 'saw', 'article', 'various', 'testimony', 'online', 'herbal', 'doctor', 'dr', 'efe', 'contact', 'healer', 'ship', 'cure', 'try', 'first', 'start', 'cd', 'cd', 'improve', 'weeks', 'finish', 'herbal', 'medication', 'im', 'free', 'virusfriends', 'say', 'traditional', 'remedy', 'real', 'cure', 'cure', 'friends', 'contact', 'herbal', 'doctor', 'cure', 'want', 'live', 'virus', 'forever', 'email', 'drefegmailcom', 'whatsapp', 'number', 'thank', 'later', 'happy', 'like']"
comment: im here to share to the worldwide that dromijie is a powerful herbal medicine man that can cure your disease if you have only contact him and let him help you i was cured from my hiv virus  after the internet he gave me a natural cure that ended my suffering after using it for about  day i went to check myself on the hospital and i was tested negative i cant more happier but to say thank you sir and i use this medium to sayto everyone dont waste any time to contact this powerful herbal dr omijie on any kind or disease he is ready to help you you can reach him through  whatsapp  or email dromijiespelltemplegmailcom,"['comment', 'im', 'share', 'worldwide', 'dromijie', 'powerful', 'herbal', 'medicine', 'man', 'cure', 'disease', 'contact', 'let', 'help', 'cure', 'hiv', 'virus', 'internet', 'give', 'natural', 'cure', 'end', 'suffer', 'use', 'day', 'go', 'check', 'hospital', 'test', 'negative', 'cant', 'happier', 'say', 'thank', 'sir', 'use', 'medium', 'sayto', 'everyone', 'dont', 'waste', 'time', 'contact', 'powerful', 'herbal', 'dr', 'omijie', 'kind', 'disease', 'ready', 'help', 'reach', 'whatsapp', 'email', 'dromijiespelltemplegmailcom']"
comment: just when i thought it had ended allah saved me from this deadly disease called hiv with the help of dr ajargbo i was giving a second chance to life again you can also contact him for related cases like hepatitis b and other related infections on whatapp and email address indrajargboherbalhomegmailcom,"['comment', 'think', 'end', 'allah', 'save', 'deadly', 'disease', 'call', 'hiv', 'help', 'dr', 'ajargbo', 'give', 'second', 'chance', 'life', 'also', 'contact', 'relate', 'case', 'like', 'hepatitis', 'b', 'relate', 'infections', 'whatapp', 'email', 'address', 'indrajargboherbalhomegmailcom']"
comment: i want to appreciate draluda for giving me back my life again i was diagnose of hivaids for  years after using dr aluda herbal medicine i got curedall thanks to dr aluda i will be forever grateful to you sirhis whats app number is  or email him via draludaharbalhomegmailcom god bless you all,"['comment', 'want', 'appreciate', 'draluda', 'give', 'back', 'life', 'diagnose', 'hivaids', 'years', 'use', 'dr', 'aluda', 'herbal', 'medicine', 'get', 'curedall', 'thank', 'dr', 'aluda', 'forever', 'grateful', 'sirhis', 'whats', 'app', 'number', 'email', 'via', 'draludaharbalhomegmailcom', 'god', 'bless']"
"comment: am so happy today because i am free from hpv simplex virus infection i have been having hpv since the past three years now and i have passed through many different processes in getting cured from the diseases of hpv but nothing was working out a friend thanks to dr braimah will never stop telling the world about your good workcontact details drbraimahgmailcom call or
whatsapp him on","['comment', 'happy', 'today', 'free', 'hpv', 'simplex', 'virus', 'infection', 'hpv', 'since', 'past', 'three', 'years', 'pass', 'many', 'different', 'process', 'get', 'cure', 'diseases', 'hpv', 'nothing', 'work', 'friend', 'thank', 'dr', 'braimah', 'never', 'stop', 'tell', 'world', 'good', 'workcontact', 'detail', 'drbraimahgmailcom', 'call', 'whatsapp']"
comment: false negative,"['comment', 'false', 'negative']"
"comment: hello to all the  mum in the world 🥰 giving a big thank you to dr unuayan for  helping me with some herbal medicine for getting pregnant after  years trying to conceive and took in thank you once again for helping me you can inbox him   call  on this number i also give my friend  the number in uk and she inbox him on the number and he help her by sending herbal medicine  to her through dhl courier company and she received the herbs through dhl and the dr unuayan told her how to use it  she is mother today by twins baby girls please contact dr unuayan on the number whatsapp or call  helps in 
fibroid cur
ouvlation booster
unblock fallopian tube","['comment', 'hello', 'mum', 'world', 'give', 'big', 'thank', 'dr', 'unuayan', 'help', 'herbal', 'medicine', 'get', 'pregnant', 'years', 'try', 'conceive', 'take', 'thank', 'help', 'inbox', 'call', 'number', 'also', 'give', 'friend', 'number', 'uk', 'inbox', 'number', 'help', 'send', 'herbal', 'medicine', 'dhl', 'courier', 'company', 'receive', 'herbs', 'dhl', 'dr', 'unuayan', 'tell', 'use', 'mother', 'today', 'twin', 'baby', 'girls', 'please', 'contact', 'dr', 'unuayan', 'number', 'whatsapp', 'call', 'help', 'fibroid', 'cur', 'ouvlation', 'booster', 'unblock', 'fallopian', 'tube']"
comment: years ago i had warts i was treated with some liquid applied to the warts they continued to grow and spread  the next doctors did laser surgery to remove them year after the surgery they grew back close to where the st one were so embarrassing because it started spreading all over i have been dealing with this things for very long time the last treatment i take was about a year ago i applied natural treatment from dr sabi weeks after applying the treatment all the warts was gone its now year and some months i dont have any single warts or any symptoms of hsv wowits great dr sabi has finally cured me anyone living with hsv contact doctor sabi  for natural treatment his mail  drsabigmailcom,"['comment', 'years', 'ago', 'warts', 'treat', 'liquid', 'apply', 'warts', 'continue', 'grow', 'spread', 'next', 'doctor', 'laser', 'surgery', 'remove', 'year', 'surgery', 'grow', 'back', 'close', 'st', 'one', 'embarrass', 'start', 'spread', 'deal', 'things', 'long', 'time', 'last', 'treatment', 'take', 'year', 'ago', 'apply', 'natural', 'treatment', 'dr', 'sabi', 'weeks', 'apply', 'treatment', 'warts', 'go', 'year', 'months', 'dont', 'single', 'warts', 'symptoms', 'hsv', 'wowits', 'great', 'dr', 'sabi', 'finally', 'cure', 'anyone', 'live', 'hsv', 'contact', 'doctor', 'sabi', 'natural', 'treatment', 'mail', 'drsabigmailcom']"
comment: im having an extremely difficult time watching this,"['comment', 'im', 'extremely', 'difficult', 'time', 'watch']"
comment: this is fucking methd up drugs are bad mmmmkkkkaaayy mr garrison knows best,"['comment', 'fuck', 'methd', 'drug', 'bad', 'mmmmkkkkaaayy', 'mr', 'garrison', 'know', 'best']"
"comment: thanks dr osaba
i am finally cured from hiv diseases  and you medicine work very fast you can also contact him today if you need any help drosabacurehomegmailcom or whatsapp him on","['comment', 'thank', 'dr', 'osaba', 'finally', 'cure', 'hiv', 'diseases', 'medicine', 'work', 'fast', 'also', 'contact', 'today', 'need', 'help', 'drosabacurehomegmailcom', 'whatsapp']"
comment: why not diei hope you die,"['comment', 'diei', 'hope', 'die']"
comment: wow ive had hiv problem for over  years i tired everything to eradicate the virus of course i went to the doctor about a hundred times and i thought about my family i know my family will face a serious problem when im gone because im the only providing before i lost my job i lost hope and i wept day and night but one day i was surfing the internet i found drkanayo whatsapp chat contact   he guided me as i asked him for is days negative solution on how to eradicate the virus parmanetly i used it for  weeks before my doctor appointment i was told the virus has been eradicate the doctor was amazed now have nothing to worry about i am cured by drkanayo herbal medicine im truly happy with my family for standing by me all the way i promise to recommend every americans and canadians by sharing this good new google dr kanayo peterson i bet you will surely thank me later,"['comment', 'wow', 'ive', 'hiv', 'problem', 'years', 'tire', 'everything', 'eradicate', 'virus', 'course', 'go', 'doctor', 'hundred', 'time', 'think', 'family', 'know', 'family', 'face', 'serious', 'problem', 'im', 'go', 'im', 'provide', 'lose', 'job', 'lose', 'hope', 'weep', 'day', 'night', 'one', 'day', 'surf', 'internet', 'find', 'drkanayo', 'whatsapp', 'chat', 'contact', 'guide', 'ask', 'days', 'negative', 'solution', 'eradicate', 'virus', 'parmanetly', 'use', 'weeks', 'doctor', 'appointment', 'tell', 'virus', 'eradicate', 'doctor', 'amaze', 'nothing', 'worry', 'cure', 'drkanayo', 'herbal', 'medicine', 'im', 'truly', 'happy', 'family', 'stand', 'way', 'promise', 'recommend', 'every', 'americans', 'canadians', 'share', 'good', 'new', 'google', 'dr', 'kanayo', 'peterson', 'bet', 'surely', 'thank', 'later']"
comment: he obviously has a pill or heroin problem,"['comment', 'obviously', 'pill', 'heroin', 'problem']"
comment: its called drug abuse,"['comment', 'call', 'drug', 'abuse']"
comment: he’s def had his share of men if he’s so worried about having aids,"['comment', 'def', 'share', 'men', 'worry', 'aid']"
comment: he needs love,"['comment', 'need', 'love']"
comment: will the real slim shady please stand up,"['comment', 'real', 'slim', 'shady', 'please', 'stand']"
comment: and thats how he beat shaq,"['comment', 'thats', 'beat', 'shaq']"
comment: theres a cure for aids please look in to the bob beck micropulser httpswwwyoutubecomwatchvhbifzbmw coloidal silver for a secondary immune system and ozonated water for detoxing and a magnet pulser to get rid of hidden infection,"['comment', 'theres', 'cure', 'aid', 'please', 'look', 'bob', 'beck', 'micropulser', 'httpswwwyoutubecomwatchvhbifzbmw', 'coloidal', 'silver', 'secondary', 'immune', 'system', 'ozonated', 'water', 'detox', 'magnet', 'pulser', 'get', 'rid', 'hide', 'infection']"
comment: hes got hyperthyroidism look at his neck its swollen that makes you lose weight had it now ive got hypothyroidism,"['comment', 'hes', 'get', 'hyperthyroidism', 'look', 'neck', 'swell', 'make', 'lose', 'weight', 'ive', 'get', 'hypothyroidism']"
comment: i dont see any problem in being skinny,"['comment', 'dont', 'see', 'problem', 'skinny']"
comment: dude just get on some trt guarantee itll change your life,"['comment', 'dude', 'get', 'trt', 'guarantee', 'itll', 'change', 'life']"
comment: heart failure   you fuck,"['comment', 'heart', 'failure', 'fuck']"
comment: he’s gaunt,"['comment', 'gaunt']"
comment: he just wanted some candy,"['comment', 'want', 'candy']"
comment: and what did you learn after you got the results,"['comment', 'learn', 'get', 'result']"
comment: he used to be such a massive super star he looks so bad my sister was in love with him,"['comment', 'use', 'massive', 'super', 'star', 'look', 'bad', 'sister', 'love']"
comment: meth positive,"['comment', 'meth', 'positive']"
comment: he doesnt look like this anymore i follow him on instagram and he is healthy and looks good now,"['comment', 'doesnt', 'look', 'like', 'anymore', 'follow', 'instagram', 'healthy', 'look', 'good']"
comment: if being skinny were a diagnosis of hiv  then all models better freak the fuck out  this is  not  stop talking about hiv like this  the fact that et allowed the drs to frame a discussion about his weight around hiv proves how out of touch reality is  yes it could be a factor but to frame so much of the show around that point is harmful and stigmatizing to plwhiv,"['comment', 'skinny', 'diagnosis', 'hiv', 'model', 'better', 'freak', 'fuck', 'stop', 'talk', 'hiv', 'like', 'fact', 'et', 'allow', 'drs', 'frame', 'discussion', 'weight', 'around', 'hiv', 'prove', 'touch', 'reality', 'yes', 'could', 'factor', 'frame', 'much', 'show', 'around', 'point', 'harmful', 'stigmatize', 'plwhiv']"
comment: yeah drugs will do this to ya,"['comment', 'yeah', 'drug', 'ya']"
comment: pretty sure he’s on something or anorexic being that thin,"['comment', 'pretty', 'sure', 'something', 'anorexic', 'thin']"
comment: lol ofc he didnt have hiv or aids cause of coca and other hard drugs they often makes you very skinny this has happend to a lot of my friends who have done different kind of hard drugs he could also have a very low weight gain which is common for many actually also his diet could be the cause if he eats like shit,"['comment', 'lol', 'ofc', 'didnt', 'hiv', 'aid', 'cause', 'coca', 'hard', 'drug', 'often', 'make', 'skinny', 'happend', 'lot', 'friends', 'do', 'different', 'kind', 'hard', 'drug', 'could', 'also', 'low', 'weight', 'gain', 'common', 'many', 'actually', 'also', 'diet', 'could', 'cause', 'eat', 'like', 'shit']"
comment: im not letting him off the hook   he said that he thought he had it  and was putting other people at risk what if he actually had it and gave it to another person,"['comment', 'im', 'let', 'hook', 'say', 'think', 'put', 'people', 'risk', 'actually', 'give', 'another', 'person']"
comment: praying for him,"['comment', 'pray']"
comment: too much meth will make you look like that,"['comment', 'much', 'meth', 'make', 'look', 'like']"
comment: he was in the industry as a kid someone violated him wow poor guy,"['comment', 'industry', 'kid', 'someone', 'violate', 'wow', 'poor', 'guy']"
comment: ferret lord,"['comment', 'ferret', 'lord']"
comment: drug addicted,"['comment', 'drug', 'addict']"
comment: saw aaron live at fun works in modesto ca it was a great show he scared me jumping off the speakers i hope he didnt get hurtthank you for the great perfornence,"['comment', 'saw', 'aaron', 'live', 'fun', 'work', 'modesto', 'ca', 'great', 'show', 'scar', 'jump', 'speakers', 'hope', 'didnt', 'get', 'hurtthank', 'great', 'perfornence']"
comment: hope he gets better and better health is most important,"['comment', 'hope', 'get', 'better', 'better', 'health', 'important']"
comment: i always thought nick looked so much better and younger even though he’s older,"['comment', 'always', 'think', 'nick', 'look', 'much', 'better', 'younger', 'even', 'though', 'older']"
comment: he seems like a douche i’m glad he doesn’t have the hiv,"['comment', 'seem', 'like', 'douche', 'glad', 'hiv']"
"comment: so he shot up meth with others and now is concerned about aids 
hmmm sketchy","['comment', 'shoot', 'meth', 'others', 'concern', 'aid', 'hmmm', 'sketchy']"
comment: looks older than  damn,"['comment', 'look', 'older', 'damn']"
comment: dude just needs to eat,"['comment', 'dude', 'need', 'eat']"
comment: good looking,"['comment', 'good', 'look']"
comment: hiv dude that’s drugs,"['comment', 'hiv', 'dude', 'drug']"
comment: looks,"['comment', 'look']"
comment: eat a cheeseburger dude shit,"['comment', 'eat', 'cheeseburger', 'dude', 'shit']"
comment: its so shock for m to hear about him its so unrecognisable god bless him,"['comment', 'shock', 'hear', 'unrecognisable', 'god', 'bless']"
comment: baby victim let go dude,"['comment', 'baby', 'victim', 'let', 'go', 'dude']"
comment: get well bro,"['comment', 'get', 'well', 'bro']"
comment: why would you get a hiv test result on tv that shit confidential,"['comment', 'would', 'get', 'hiv', 'test', 'result', 'tv', 'shit', 'confidential']"
comment: do us a favor and keep sharing needles with your junkie friends that way next time your on dr phil the test results wont come back with good news this time around honestly who gives a fuck hollywood trash enjoy your next corey feldman crack house party,"['comment', 'us', 'favor', 'keep', 'share', 'needle', 'junkie', 'friends', 'way', 'next', 'time', 'dr', 'phil', 'test', 'result', 'wont', 'come', 'back', 'good', 'news', 'time', 'around', 'honestly', 'give', 'fuck', 'hollywood', 'trash', 'enjoy', 'next', 'corey', 'feldman', 'crack', 'house', 'party']"
comment: who gives a fuck hes a piece of shit,"['comment', 'give', 'fuck', 'hes', 'piece', 'shit']"
comment: its ok nick dont worry hiv is a hoax all you have to do is not take your deadly meds if testing positive and you will go on seriously why do people still think aids is real its the fucking drugs that kill you,"['comment', 'ok', 'nick', 'dont', 'worry', 'hiv', 'hoax', 'take', 'deadly', 'meds', 'test', 'positive', 'go', 'seriously', 'people', 'still', 'think', 'aid', 'real', 'fuck', 'drug', 'kill']"
comment: this is what happens when your parents take all your money,"['comment', 'happen', 'parent', 'take', 'money']"
comment: damne what happened to him 🤭🤭🤭🤭🤭🤭,"['comment', 'damne', 'happen']"
comment: man i’m pulling for him,"['comment', 'man', 'pull']"
comment: they call him  ft but he himself said he was   thats a pretty big difference when youre mentiong weight in proportion to height,"['comment', 'call', 'ft', 'say', 'thats', 'pretty', 'big', 'difference', 'youre', 'mentiong', 'weight', 'proportion', 'height']"
comment: my child wants to become a child star but this is why i am scared of my child singing acting cause of all the pressure that comes with the life style i love music movies dancing sports but they all have one thing in common any drug alcohol are right at their fingertips i am so sad for child hood stars they all seem to go through the same thing in some way or another god bless you aaron carter,"['comment', 'child', 'want', 'become', 'child', 'star', 'scar', 'child', 'sing', 'act', 'cause', 'pressure', 'come', 'life', 'style', 'love', 'music', 'movies', 'dance', 'sport', 'one', 'thing', 'common', 'drug', 'alcohol', 'right', 'fingertips', 'sad', 'child', 'hood', 'star', 'seem', 'go', 'thing', 'way', 'another', 'god', 'bless', 'aaron', 'carter']"
comment: shit dude stop doing drugs eat and work out  you dont have to be a brain surgeon to know this but if this is a mental issue get help,"['comment', 'shit', 'dude', 'stop', 'drug', 'eat', 'work', 'dont', 'brain', 'surgeon', 'know', 'mental', 'issue', 'get', 'help']"
comment: this is so sad,"['comment', 'sad']"
comment: i love you,"['comment', 'love']"
comment: this is so sad i hope he gets his life on track and gets healthy love and healing to him,"['comment', 'sad', 'hope', 'get', 'life', 'track', 'get', 'healthy', 'love', 'heal']"
comment: looks like a junky,"['comment', 'look', 'like', 'junky']"
comment: wth happened to him omg the last time i saw him he was a child,"['comment', 'wth', 'happen', 'omg', 'last', 'time', 'saw', 'child']"
comment: he looks bad for  he just doing drugs lol,"['comment', 'look', 'bad', 'drug', 'lol']"
comment: never has sex again,"['comment', 'never', 'sex']"
comment: is he gay or straight or bi or what,"['comment', 'gay', 'straight', 'bi']"
comment: meth,"['comment', 'meth']"
comment: thats scary he looks like has cancer or something,"['comment', 'thats', 'scary', 'look', 'like', 'cancer', 'something']"
comment: drug addict,"['comment', 'drug', 'addict']"
"comment: white people looks older than their age and mostly liberatedcelebrities their prorities fame and money 
i had a huge crush with nick and aaron when i was in grades schools and highschool but sad to know their family is  their family faces a lot of problem in the past but they still loving to be in trouble carter brothers i love you so please live in peace and in faith you want a cruel life and be in trouble for the rest of your life be friends with drugs","['comment', 'white', 'people', 'look', 'older', 'age', 'mostly', 'liberatedcelebrities', 'prorities', 'fame', 'money', 'huge', 'crush', 'nick', 'aaron', 'grade', 'school', 'highschool', 'sad', 'know', 'family', 'family', 'face', 'lot', 'problem', 'past', 'still', 'love', 'trouble', 'carter', 'brothers', 'love', 'please', 'live', 'peace', 'faith', 'want', 'cruel', 'life', 'trouble', 'rest', 'life', 'friends', 'drug']"
"comment: white people looks older than their age and mostly liberatedcelebrities their prorities fame and money 
i had a huge crush with nick and aaron when i was in grades schools and highschool but sad to know their family is  their family faces a lot of problem in the past but they still loving to be in trouble carter brothers i love you so please live in peace and in faith you want a cruel life and be in trouble for the rest of your life be friends with drugs","['comment', 'white', 'people', 'look', 'older', 'age', 'mostly', 'liberatedcelebrities', 'prorities', 'fame', 'money', 'huge', 'crush', 'nick', 'aaron', 'grade', 'school', 'highschool', 'sad', 'know', 'family', 'family', 'face', 'lot', 'problem', 'past', 'still', 'love', 'trouble', 'carter', 'brothers', 'love', 'please', 'live', 'peace', 'faith', 'want', 'cruel', 'life', 'trouble', 'rest', 'life', 'friends', 'drug']"
