Text,Tokenized,Processed_Text
courage belle personne,"['courage', 'belle', 'personne']",courage belle personne
way sick go threw glad dylan keep company game plan shrink tumor get mastectomy need,"['way', 'sick', 'go', 'threw', 'glad', 'dylan', 'keep', 'company', 'game', 'plan', 'shrink', 'tumor', 'get', 'mastectomy', 'need']",way sick go threw glad dylan keep company game plan shrink tumor get mastectomy need
prayers,['prayers'],prayers
delia strong sweet hate seeing go confused chemo first maybe surgery always thought surgery first get tumor chemo either way strong courageous praying family,"['delia', 'strong', 'sweet', 'hate', 'seeing', 'go', 'confused', 'chemo', 'first', 'maybe', 'surgery', 'always', 'thought', 'surgery', 'first', 'get', 'tumor', 'chemo', 'either', 'way', 'strong', 'courageous', 'praying', 'family']",delia strong sweet hate seeing go confused chemo first maybe surgery always thought surgery first get tumor chemo either way strong courageous praying family
u naturally beautiful god bless sending love houston,"['naturally', 'beautiful', 'god', 'bless', 'sending', 'love', 'houston']",naturally beautiful god bless sending love houston
sil kicked cancer curb xx stay positive,"['sil', 'kicked', 'cancer', 'curb', 'xx', 'stay', 'positive']",sil kicked cancer curb xx stay positive
courage everything going fine mom finished 3 months chemotherapy starts rays bad time pass soon see behind god bless,"['courage', 'everything', 'going', 'fine', 'mom', 'finished', 'months', 'chemotherapy', 'starts', 'rays', 'bad', 'time', 'pass', 'soon', 'see', 'behind', 'god', 'bless']",courage everything going fine mom finished months chemotherapy starts rays bad time pass soon see behind god bless
incredibly moved inspired testimony us beautiful marriage testimony well yes delia love lightest tickle anywhere best many blessings sweet beautiful girl also sweet dylan well,"['incredibly', 'moved', 'inspired', 'testimony', 'us', 'beautiful', 'marriage', 'testimony', 'well', 'yes', 'delia', 'love', 'lightest', 'tickle', 'anywhere', 'best', 'many', 'blessings', 'sweet', 'beautiful', 'girl', 'also', 'sweet', 'dylan', 'well']",incredibly moved inspired testimony us beautiful marriage testimony well yes delia love lightest tickle anywhere best many blessings sweet beautiful girl also sweet dylan well
look awesome love still eating healthy taking care chemo say rhyme reason people get cancer others appreciate chemo many really healthy people think good food need get thru cancer incorrect good nutrition part chemo also important also keep fighting,"['look', 'awesome', 'love', 'still', 'eating', 'healthy', 'taking', 'care', 'chemo', 'say', 'rhyme', 'reason', 'people', 'get', 'cancer', 'others', 'appreciate', 'chemo', 'many', 'really', 'healthy', 'people', 'think', 'good', 'food', 'need', 'get', 'thru', 'cancer', 'incorrect', 'good', 'nutrition', 'part', 'chemo', 'also', 'important', 'also', 'keep', 'fighting']",look awesome love still eating healthy taking care chemo say rhyme reason people get cancer others appreciate chemo many really healthy people think good food need get thru cancer incorrect good nutrition part chemo also important also keep fighting
said prayer got girl stay strong positive big hugs california,"['said', 'prayer', 'got', 'girl', 'stay', 'strong', 'positive', 'big', 'hugs', 'california']",said prayer got girl stay strong positive big hugs california
u really strong beautiful voice sweet dylan nice always supporting take rest happy many blessings prayers,"['really', 'strong', 'beautiful', 'voice', 'sweet', 'dylan', 'nice', 'always', 'supporting', 'take', 'rest', 'happy', 'many', 'blessings', 'prayers']",really strong beautiful voice sweet dylan nice always supporting take rest happy many blessings prayers
delia amazing praying happy dylan infusions got girl hugs,"['delia', 'amazing', 'praying', 'happy', 'dylan', 'infusions', 'got', 'girl', 'hugs']",delia amazing praying happy dylan infusions got girl hugs
strong unbelievable positive stay time keep praying smile thought ticklish bro dylan,"['strong', 'unbelievable', 'positive', 'stay', 'time', 'keep', 'praying', 'smile', 'thought', 'ticklish', 'bro', 'dylan']",strong unbelievable positive stay time keep praying smile thought ticklish bro dylan
god give inspirational couple united strength grace need keep going keep trusting get let us witness goodness mercy life jesus name,"['god', 'give', 'inspirational', 'couple', 'united', 'strength', 'grace', 'need', 'keep', 'going', 'keep', 'trusting', 'get', 'let', 'us', 'witness', 'goodness', 'mercy', 'life', 'jesus', 'name']",god give inspirational couple united strength grace need keep going keep trusting get let us witness goodness mercy life jesus name
truly amazing young women facing grace positivity true inspiration world loved visit grandpa family prayers love,"['truly', 'amazing', 'young', 'women', 'facing', 'grace', 'positivity', 'true', 'inspiration', 'world', 'loved', 'visit', 'grandpa', 'family', 'prayers', 'love']",truly amazing young women facing grace positivity true inspiration world loved visit grandpa family prayers love
amazing strong cancer one month hard see family important let journey begin sending blessings family,"['amazing', 'strong', 'cancer', 'one', 'month', 'hard', 'see', 'family', 'important', 'let', 'journey', 'begin', 'sending', 'blessings', 'family']",amazing strong cancer one month hard see family important let journey begin sending blessings family
proud sending love healing,"['proud', 'sending', 'love', 'healing']",proud sending love healing
god make win faith,"['god', 'make', 'win', 'faith']",god make win faith
guys precious together god bless keep,"['guys', 'precious', 'together', 'god', 'bless', 'keep']",guys precious together god bless keep
strong miss delia pray believe survive gods name,"['strong', 'miss', 'delia', 'pray', 'believe', 'survive', 'gods', 'name']",strong miss delia pray believe survive gods name
praying healing beautiful delia,"['praying', 'healing', 'beautiful', 'delia']",praying healing beautiful delia
god bless one strong woman praying,"['god', 'bless', 'one', 'strong', 'woman', 'praying']",god bless one strong woman praying
delia amazing beautiful person god great plans help cry watching strong women great attitude outlook continuing keep prayers wait celebrate cancer free moment said done,"['delia', 'amazing', 'beautiful', 'person', 'god', 'great', 'plans', 'help', 'cry', 'watching', 'strong', 'women', 'great', 'attitude', 'outlook', 'continuing', 'keep', 'prayers', 'wait', 'celebrate', 'cancer', 'free', 'moment', 'said', 'done']",delia amazing beautiful person god great plans help cry watching strong women great attitude outlook continuing keep prayers wait celebrate cancer free moment said done
prayers sent,"['prayers', 'sent']",prayers sent
get tickled sleep every night sorry going,"['get', 'tickled', 'sleep', 'every', 'night', 'sorry', 'going']",get tickled sleep every night sorry going
inspiration women everywhere keep fighting got,"['inspiration', 'women', 'everywhere', 'keep', 'fighting', 'got']",inspiration women everywhere keep fighting got
positive situations well hope delia get well soon,"['positive', 'situations', 'well', 'hope', 'delia', 'get', 'well', 'soon']",positive situations well hope delia get well soon
sending light,"['sending', 'light']",sending light
delia want send big hug strong brave god hands husband adores good source strength im praying healing sweet girl praying strength god dylan sending bunches love,"['delia', 'want', 'send', 'big', 'hug', 'strong', 'brave', 'god', 'hands', 'husband', 'adores', 'good', 'source', 'strength', 'im', 'praying', 'healing', 'sweet', 'girl', 'praying', 'strength', 'god', 'dylan', 'sending', 'bunches', 'love']",delia want send big hug strong brave god hands husband adores good source strength im praying healing sweet girl praying strength god dylan sending bunches love
warrior delia keep fighting praying,"['warrior', 'delia', 'keep', 'fighting', 'praying']",warrior delia keep fighting praying
sorry go thru cancer hysterectomy year later came back radiation well praying end well,"['sorry', 'go', 'thru', 'cancer', 'hysterectomy', 'year', 'later', 'came', 'back', 'radiation', 'well', 'praying', 'end', 'well']",sorry go thru cancer hysterectomy year later came back radiation well praying end well
husband endured six years numbing cream puts port 30 mins stick helps lot also takes claritin non brand real claritin helps body pain sounds weird works avoids pain pills much possible constipate cause gastric issues craves oranges aggravate mouth sores orange sherbet push ups make happy one day time us one moment time,"['husband', 'endured', 'six', 'years', 'numbing', 'cream', 'puts', 'port', '30', 'mins', 'stick', 'helps', 'lot', 'also', 'takes', 'claritin', 'non', 'brand', 'real', 'claritin', 'helps', 'body', 'pain', 'sounds', 'weird', 'works', 'avoids', 'pain', 'pills', 'much', 'possible', 'constipate', 'cause', 'gastric', 'issues', 'craves', 'oranges', 'aggravate', 'mouth', 'sores', 'orange', 'sherbet', 'push', 'ups', 'make', 'happy', 'one', 'day', 'time', 'us', 'one', 'moment', 'time']",husband endured six years numbing cream puts port 30 mins stick helps lot also takes claritin non brand real claritin helps body pain sounds weird works avoids pain pills much possible constipate cause gastric issues craves oranges aggravate mouth sores orange sherbet push ups make happy one day time us one moment time
keeping prayers thoughts,"['keeping', 'prayers', 'thoughts']",keeping prayers thoughts
mama breast cancer 43 young still remember call fell ground 15 years past survivor strong sorry ha go due first mammogram 37 terrified 2 small kids cancer sucks thank sharing journey strong women,"['mama', 'breast', 'cancer', '43', 'young', 'still', 'remember', 'call', 'fell', 'ground', '15', 'years', 'past', 'survivor', 'strong', 'sorry', 'ha', 'go', 'due', 'first', 'mammogram', '37', 'terrified', 'small', 'kids', 'cancer', 'sucks', 'thank', 'sharing', 'journey', 'strong', 'women']",mama breast cancer 43 young still remember call fell ground 15 years past survivor strong sorry ha go due first mammogram 37 terrified small kids cancer sucks thank sharing journey strong women
wish well stay strong,"['wish', 'well', 'stay', 'strong']",wish well stay strong
say hello bali island indonesia delia keep fighting convince hod blessing,"['say', 'hello', 'bali', 'island', 'indonesia', 'delia', 'keep', 'fighting', 'convince', 'hod', 'blessing']",say hello bali island indonesia delia keep fighting convince hod blessing
delia beautiful woman inside see heart gold strong got hard things much love prayers hope meet one day live gilbert az hope meet one day,"['delia', 'beautiful', 'woman', 'inside', 'see', 'heart', 'gold', 'strong', 'got', 'hard', 'things', 'much', 'love', 'prayers', 'hope', 'meet', 'one', 'day', 'live', 'gilbert', 'az', 'hope', 'meet', 'one', 'day']",delia beautiful woman inside see heart gold strong got hard things much love prayers hope meet one day live gilbert az hope meet one day
praying journey amazing thank sharing us live life deserve xoxo,"['praying', 'journey', 'amazing', 'thank', 'sharing', 'us', 'live', 'life', 'deserve', 'xoxo']",praying journey amazing thank sharing us live life deserve xoxo
strong love love,"['strong', 'love', 'love']",strong love love
thoughts prayers delia gotta lil teared watching going thing last year stay strong keep mind strong fantastic,"['thoughts', 'prayers', 'delia', 'gotta', 'lil', 'teared', 'watching', 'going', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong', 'fantastic']",thoughts prayers delia gotta lil teared watching going thing last year stay strong keep mind strong fantastic
thank sharing story delia dylan brave video brought back many memories important memory support family friends acquaintances strangers lean support delia makes difference keep husband family friends thoughts prayers one day look back journey like today survivor stay strong friend,"['thank', 'sharing', 'story', 'delia', 'dylan', 'brave', 'video', 'brought', 'back', 'many', 'memories', 'important', 'memory', 'support', 'family', 'friends', 'acquaintances', 'strangers', 'lean', 'support', 'delia', 'makes', 'difference', 'keep', 'husband', 'family', 'friends', 'thoughts', 'prayers', 'one', 'day', 'look', 'back', 'journey', 'like', 'today', 'survivor', 'stay', 'strong', 'friend']",thank sharing story delia dylan brave video brought back many memories important memory support family friends acquaintances strangers lean support delia makes difference keep husband family friends thoughts prayers one day look back journey like today survivor stay strong friend
sorry delia go stay stronge praying love guys,"['sorry', 'delia', 'go', 'stay', 'stronge', 'praying', 'love', 'guys']",sorry delia go stay stronge praying love guys
delia still stunning polite staff constantly thanking got delia loving husband prayers sent way,"['delia', 'still', 'stunning', 'polite', 'staff', 'constantly', 'thanking', 'got', 'delia', 'loving', 'husband', 'prayers', 'sent', 'way']",delia still stunning polite staff constantly thanking got delia loving husband prayers sent way
amazing woman strong positive brave beautiful sending lots prayers conquer difficult challenge thank much sharing journey us,"['amazing', 'woman', 'strong', 'positive', 'brave', 'beautiful', 'sending', 'lots', 'prayers', 'conquer', 'difficult', 'challenge', 'thank', 'much', 'sharing', 'journey', 'us']",amazing woman strong positive brave beautiful sending lots prayers conquer difficult challenge thank much sharing journey us
delia strong inspire many people pray healing smooth recovery god bless dylan,"['delia', 'strong', 'inspire', 'many', 'people', 'pray', 'healing', 'smooth', 'recovery', 'god', 'bless', 'dylan']",delia strong inspire many people pray healing smooth recovery god bless dylan
dylan delia,"['dylan', 'delia']",dylan delia
strong women smile bright stay strong prayers,"['strong', 'women', 'smile', 'bright', 'stay', 'strong', 'prayers']",strong women smile bright stay strong prayers
beauty inside,"['beauty', 'inside']",beauty inside
going strong girly,"['going', 'strong', 'girly']",going strong girly
heavenly father please guide strengthen delia along journey thank sharing us rooting strong,"['heavenly', 'father', 'please', 'guide', 'strengthen', 'delia', 'along', 'journey', 'thank', 'sharing', 'us', 'rooting', 'strong']",heavenly father please guide strengthen delia along journey thank sharing us rooting strong
praying strong got,"['praying', 'strong', 'got']",praying strong got
really appreciate vulnerable sharing journey cancer treatments taking notes want brave strong ever need go cancer treatment thank got home utah close neck woods beautiful state really enjoyed arches canyonlands lot hiking amazing wonderful stand awe god creation also went park city blast olympic park please know thoughts prayers asked lord give continued strength healing mean advancement treatment amazing helping many people videos sending hugs cutest couple,"['really', 'appreciate', 'vulnerable', 'sharing', 'journey', 'cancer', 'treatments', 'taking', 'notes', 'want', 'brave', 'strong', 'ever', 'need', 'go', 'cancer', 'treatment', 'thank', 'got', 'home', 'utah', 'close', 'neck', 'woods', 'beautiful', 'state', 'really', 'enjoyed', 'arches', 'canyonlands', 'lot', 'hiking', 'amazing', 'wonderful', 'stand', 'awe', 'god', 'creation', 'also', 'went', 'park', 'city', 'blast', 'olympic', 'park', 'please', 'know', 'thoughts', 'prayers', 'asked', 'lord', 'give', 'continued', 'strength', 'healing', 'mean', 'advancement', 'treatment', 'amazing', 'helping', 'many', 'people', 'videos', 'sending', 'hugs', 'cutest', 'couple']",really appreciate vulnerable sharing journey cancer treatments taking notes want brave strong ever need go cancer treatment thank got home utah close neck woods beautiful state really enjoyed arches canyonlands lot hiking amazing wonderful stand awe god creation also went park city blast olympic park please know thoughts prayers asked lord give continued strength healing mean advancement treatment amazing helping many people videos sending hugs cutest couple
god bless,"['god', 'bless']",god bless
sorry going pray great god heaven heal restore body add years life jesus loves believe god,"['sorry', 'going', 'pray', 'great', 'god', 'heaven', 'heal', 'restore', 'body', 'add', 'years', 'life', 'jesus', 'loves', 'believe', 'god']",sorry going pray great god heaven heal restore body add years life jesus loves believe god
dylan,['dylan'],dylan
god bless sweetheart,"['god', 'bless', 'sweetheart']",god bless sweetheart
positivity spirit beautiful im sorry watch go challenge light wishing complete healing strength happy husband got go,"['positivity', 'spirit', 'beautiful', 'im', 'sorry', 'watch', 'go', 'challenge', 'light', 'wishing', 'complete', 'healing', 'strength', 'happy', 'husband', 'got', 'go']",positivity spirit beautiful im sorry watch go challenge light wishing complete healing strength happy husband got go
dylan delia brave courageous lives inspiring great testimony faith difficult circumstances bring many see light thank sharing story despite never leave forsake,"['dylan', 'delia', 'brave', 'courageous', 'lives', 'inspiring', 'great', 'testimony', 'faith', 'difficult', 'circumstances', 'bring', 'many', 'see', 'light', 'thank', 'sharing', 'story', 'despite', 'never', 'leave', 'forsake']",dylan delia brave courageous lives inspiring great testimony faith difficult circumstances bring many see light thank sharing story despite never leave forsake
delia verygood example wish get best treatment recover soon stay strong,"['delia', 'verygood', 'example', 'wish', 'get', 'best', 'treatment', 'recover', 'soon', 'stay', 'strong']",delia verygood example wish get best treatment recover soon stay strong
delia mind much sending hugs prayers,"['delia', 'mind', 'much', 'sending', 'hugs', 'prayers']",delia mind much sending hugs prayers
look beautiful got sending love way,"['look', 'beautiful', 'got', 'sending', 'love', 'way']",look beautiful got sending love way
fact excited visitor chemo treatments heart wrenching never go single treatment appointment without husband ever restrictions absolutely absurd detrimental mental health millions americans strength absolutely admirable encouraging beautiful woman great support system thousands us world fiercely praying got delia,"['fact', 'excited', 'visitor', 'chemo', 'treatments', 'heart', 'wrenching', 'never', 'go', 'single', 'treatment', 'appointment', 'without', 'husband', 'ever', 'restrictions', 'absolutely', 'absurd', 'detrimental', 'mental', 'health', 'millions', 'americans', 'strength', 'absolutely', 'admirable', 'encouraging', 'beautiful', 'woman', 'great', 'support', 'system', 'thousands', 'us', 'world', 'fiercely', 'praying', 'got', 'delia']",fact excited visitor chemo treatments heart wrenching never go single treatment appointment without husband ever restrictions absolutely absurd detrimental mental health millions americans strength absolutely admirable encouraging beautiful woman great support system thousands us world fiercely praying got delia
braca genetic mutation,"['braca', 'genetic', 'mutation']",braca genetic mutation
delia mastectomy would still go treatments mentioned tumor able remove,"['delia', 'mastectomy', 'would', 'still', 'go', 'treatments', 'mentioned', 'tumor', 'able', 'remove']",delia mastectomy would still go treatments mentioned tumor able remove
duaa اللهم اشفها شفاء لا يغادر سقما وارزقها الصحة والعافية يا رحمان يا رحيم pass lot almost 4 years almost leaving hospitals positive god bless forget moment,"['duaa', 'اللهم', 'اشفها', 'شفاء', 'لا', 'يغادر', 'سقما', 'وارزقها', 'الصحة', 'والعافية', 'يا', 'رحمان', 'يا', 'رحيم', 'pass', 'lot', 'almost', 'years', 'almost', 'leaving', 'hospitals', 'positive', 'god', 'bless', 'forget', 'moment']",duaa اللهم اشفها شفاء لا يغادر سقما وارزقها الصحة والعافية يا رحمان يا رحيم pass lot almost years almost leaving hospitals positive god bless forget moment
continued prayers luv,"['continued', 'prayers', 'luv']",continued prayers luv
thinking dylia going make hugs praying time,"['thinking', 'dylia', 'going', 'make', 'hugs', 'praying', 'time']",thinking dylia going make hugs praying time
sending special prayers delia may god beautiful angels watch protect always expiration world,"['sending', 'special', 'prayers', 'delia', 'may', 'god', 'beautiful', 'angels', 'watch', 'protect', 'always', 'expiration', 'world']",sending special prayers delia may god beautiful angels watch protect always expiration world
delia cancer survivor thank sharing journey us idea dylan family us us praying strong healthy take care,"['delia', 'cancer', 'survivor', 'thank', 'sharing', 'journey', 'us', 'idea', 'dylan', 'family', 'us', 'us', 'praying', 'strong', 'healthy', 'take', 'care']",delia cancer survivor thank sharing journey us idea dylan family us us praying strong healthy take care
god bless mr mrs chatwin sending prayers healing,"['god', 'bless', 'mr', 'mrs', 'chatwin', 'sending', 'prayers', 'healing']",god bless mr mrs chatwin sending prayers healing
continued prayers lifted heroes wear capes dear1,"['continued', 'prayers', 'lifted', 'heroes', 'wear', 'capes', 'dear1']",continued prayers lifted heroes wear capes dear1
god bless prayers getting support sides families know helps family around strong god faithful,"['god', 'bless', 'prayers', 'getting', 'support', 'sides', 'families', 'know', 'helps', 'family', 'around', 'strong', 'god', 'faithful']",god bless prayers getting support sides families know helps family around strong god faithful
sweetest angel baby love much,"['sweetest', 'angel', 'baby', 'love', 'much']",sweetest angel baby love much
rockstar girl nothing,"['rockstar', 'girl', 'nothing']",rockstar girl nothing
stay strong hope recover quickly,"['stay', 'strong', 'hope', 'recover', 'quickly']",stay strong hope recover quickly
delia beautiful inside,"['delia', 'beautiful', 'inside']",delia beautiful inside
delia keeping prayers,"['delia', 'keeping', 'prayers']",delia keeping prayers
inspiration praying healing beautiful inside strong hugs,"['inspiration', 'praying', 'healing', 'beautiful', 'inside', 'strong', 'hugs']",inspiration praying healing beautiful inside strong hugs
sorry sweetie big hugs prayers,"['sorry', 'sweetie', 'big', 'hugs', 'prayers']",sorry sweetie big hugs prayers
brave strong,"['brave', 'strong']",brave strong
thank sharing personal journey sure ever could know videos help others stay strong keep fighting fight keep head pray love guys,"['thank', 'sharing', 'personal', 'journey', 'sure', 'ever', 'could', 'know', 'videos', 'help', 'others', 'stay', 'strong', 'keep', 'fighting', 'fight', 'keep', 'head', 'pray', 'love', 'guys']",thank sharing personal journey sure ever could know videos help others stay strong keep fighting fight keep head pray love guys
strong xo fight girl,"['strong', 'xo', 'fight', 'girl']",strong xo fight girl
red devil worst chemo wow strong sad,"['red', 'devil', 'worst', 'chemo', 'wow', 'strong', 'sad']",red devil worst chemo wow strong sad
got delia,"['got', 'delia']",got delia
youre strong beautiful woman inside know youre going beat,"['youre', 'strong', 'beautiful', 'woman', 'inside', 'know', 'youre', 'going', 'beat']",youre strong beautiful woman inside know youre going beat
know saline taste heart tests nasty completely agree,"['know', 'saline', 'taste', 'heart', 'tests', 'nasty', 'completely', 'agree']",know saline taste heart tests nasty completely agree
please share info regarding wig wigs treatment hair started coming second treatment,"['please', 'share', 'info', 'regarding', 'wig', 'wigs', 'treatment', 'hair', 'started', 'coming', 'second', 'treatment']",please share info regarding wig wigs treatment hair started coming second treatment
know going thru beast cancer 2 yr ago red devil sucks always tired glad much energy,"['know', 'going', 'thru', 'beast', 'cancer', 'yr', 'ago', 'red', 'devil', 'sucks', 'always', 'tired', 'glad', 'much', 'energy']",know going thru beast cancer yr ago red devil sucks always tired glad much energy
watching video awe positivity energy joie vie truly inspiration sending love pray fuckcancer,"['watching', 'video', 'awe', 'positivity', 'energy', 'joie', 'vie', 'truly', 'inspiration', 'sending', 'love', 'pray', 'fuckcancer']",watching video awe positivity energy joie vie truly inspiration sending love pray fuckcancer
brave beautiful warrior delia,"['brave', 'beautiful', 'warrior', 'delia']",brave beautiful warrior delia
strong positive know lift prayer every single day warrior beat great big massive hug sis got,"['strong', 'positive', 'know', 'lift', 'prayer', 'every', 'single', 'day', 'warrior', 'beat', 'great', 'big', 'massive', 'hug', 'sis', 'got']",strong positive know lift prayer every single day warrior beat great big massive hug sis got
sending love prayers,"['sending', 'love', 'prayers']",sending love prayers
felt overwhelmed watching go delia also felt strength courage brave glad going many left chemo next sending lots love positive energy way delia 3,"['felt', 'overwhelmed', 'watching', 'go', 'delia', 'also', 'felt', 'strength', 'courage', 'brave', 'glad', 'going', 'many', 'left', 'chemo', 'next', 'sending', 'lots', 'love', 'positive', 'energy', 'way', 'delia']",felt overwhelmed watching go delia also felt strength courage brave glad going many left chemo next sending lots love positive energy way delia
amazingly positive got breast cancer journey 4 years remission sending love positive vibes continue journey xx,"['amazingly', 'positive', 'got', 'breast', 'cancer', 'journey', 'years', 'remission', 'sending', 'love', 'positive', 'vibes', 'continue', 'journey', 'xx']",amazingly positive got breast cancer journey years remission sending love positive vibes continue journey xx
bawling stage 4 berkitts lymphoma survivor red devil several times bringing back much memories bless pray call name jesus heal,"['bawling', 'stage', 'berkitts', 'lymphoma', 'survivor', 'red', 'devil', 'several', 'times', 'bringing', 'back', 'much', 'memories', 'bless', 'pray', 'call', 'name', 'jesus', 'heal']",bawling stage berkitts lymphoma survivor red devil several times bringing back much memories bless pray call name jesus heal
dear deila strong brave put words bad feeling gravies person ever know god bless keep forever hearts prayers,"['dear', 'deila', 'strong', 'brave', 'put', 'words', 'bad', 'feeling', 'gravies', 'person', 'ever', 'know', 'god', 'bless', 'keep', 'forever', 'hearts', 'prayers']",dear deila strong brave put words bad feeling gravies person ever know god bless keep forever hearts prayers
work hospital actually compounded chemo meds double gown double glove wear n95 mask also made specific compounding hood protect us also use special compounding pieces keep like fumes coming crazy process imagine like receiving chemo beautiful woman strong,"['work', 'hospital', 'actually', 'compounded', 'chemo', 'meds', 'double', 'gown', 'double', 'glove', 'wear', 'n95', 'mask', 'also', 'made', 'specific', 'compounding', 'hood', 'protect', 'us', 'also', 'use', 'special', 'compounding', 'pieces', 'keep', 'like', 'fumes', 'coming', 'crazy', 'process', 'imagine', 'like', 'receiving', 'chemo', 'beautiful', 'woman', 'strong']",work hospital actually compounded chemo meds double gown double glove wear n95 mask also made specific compounding hood protect us also use special compounding pieces keep like fumes coming crazy process imagine like receiving chemo beautiful woman strong
amazing continued prayers beat,"['amazing', 'continued', 'prayers', 'beat']",amazing continued prayers beat
love delia cancer free,"['love', 'delia', 'cancer', 'free']",love delia cancer free
love guy praying,"['love', 'guy', 'praying']",love guy praying
stumbled videos wish best treatments strong brave share story keep prayers,"['stumbled', 'videos', 'wish', 'best', 'treatments', 'strong', 'brave', 'share', 'story', 'keep', 'prayers']",stumbled videos wish best treatments strong brave share story keep prayers
good see update delia thoughts prayers always got girl,"['good', 'see', 'update', 'delia', 'thoughts', 'prayers', 'always', 'got', 'girl']",good see update delia thoughts prayers always got girl
real trooper,"['real', 'trooper']",real trooper
wow amazing thank sharing helping people know love sweet girl hair gorgeous exciting able lose,"['wow', 'amazing', 'thank', 'sharing', 'helping', 'people', 'know', 'love', 'sweet', 'girl', 'hair', 'gorgeous', 'exciting', 'able', 'lose']",wow amazing thank sharing helping people know love sweet girl hair gorgeous exciting able lose
praying recovery stay strong,"['praying', 'recovery', 'stay', 'strong']",praying recovery stay strong
keep strong pretty woman,"['keep', 'strong', 'pretty', 'woman']",keep strong pretty woman
fighter proud showing us uncomfortable vulnerable parts journey much grace proud delia strong willed always smiling beautiful smile video give hope encouragement someone going prayers always may god continue watch sending dylan love hugs amazing xoxoxo,"['fighter', 'proud', 'showing', 'us', 'uncomfortable', 'vulnerable', 'parts', 'journey', 'much', 'grace', 'proud', 'delia', 'strong', 'willed', 'always', 'smiling', 'beautiful', 'smile', 'video', 'give', 'hope', 'encouragement', 'someone', 'going', 'prayers', 'always', 'may', 'god', 'continue', 'watch', 'sending', 'dylan', 'love', 'hugs', 'amazing', 'xoxoxo']",fighter proud showing us uncomfortable vulnerable parts journey much grace proud delia strong willed always smiling beautiful smile video give hope encouragement someone going prayers always may god continue watch sending dylan love hugs amazing xoxoxo
give delia strong woman,"['give', 'delia', 'strong', 'woman']",give delia strong woman
stay strong love keep fighting,"['stay', 'strong', 'love', 'keep', 'fighting']",stay strong love keep fighting
praying husband even imagine,"['praying', 'husband', 'even', 'imagine']",praying husband even imagine
prayers,['prayers'],prayers
keeping prayers delia,"['keeping', 'prayers', 'delia']",keeping prayers delia
dang strong watching videos feel spirit strength courage radiate could much different attitude right incredible keep fighting good fight,"['dang', 'strong', 'watching', 'videos', 'feel', 'spirit', 'strength', 'courage', 'radiate', 'could', 'much', 'different', 'attitude', 'right', 'incredible', 'keep', 'fighting', 'good', 'fight']",dang strong watching videos feel spirit strength courage radiate could much different attitude right incredible keep fighting good fight
sending tons love delia,"['sending', 'tons', 'love', 'delia']",sending tons love delia
32 fighting chronic leukemia beat survivors wish best let kick cancers ass,"['32', 'fighting', 'chronic', 'leukemia', 'beat', 'survivors', 'wish', 'best', 'let', 'kick', 'cancers', 'ass']",32 fighting chronic leukemia beat survivors wish best let kick cancers ass
watched cried hard understand struggles put thru strong woman showing grace love truly blessing thank opening life show us journey go testing friday suspicious lump continue pray healing gods richest blessings,"['watched', 'cried', 'hard', 'understand', 'struggles', 'put', 'thru', 'strong', 'woman', 'showing', 'grace', 'love', 'truly', 'blessing', 'thank', 'opening', 'life', 'show', 'us', 'journey', 'go', 'testing', 'friday', 'suspicious', 'lump', 'continue', 'pray', 'healing', 'gods', 'richest', 'blessings']",watched cried hard understand struggles put thru strong woman showing grace love truly blessing thank opening life show us journey go testing friday suspicious lump continue pray healing gods richest blessings
ribbon tree beautiful got girl praying sweet soul,"['ribbon', 'tree', 'beautiful', 'got', 'girl', 'praying', 'sweet', 'soul']",ribbon tree beautiful got girl praying sweet soul
sending hugs prayers,"['sending', 'hugs', 'prayers']",sending hugs prayers
hey delia got 2 yr bc survivor saline tastes horrible,"['hey', 'delia', 'got', 'yr', 'bc', 'survivor', 'saline', 'tastes', 'horrible']",hey delia got yr bc survivor saline tastes horrible
want know pray hope cancer goes away,"['want', 'know', 'pray', 'hope', 'cancer', 'goes', 'away']",want know pray hope cancer goes away
god bless beautiful delia,"['god', 'bless', 'beautiful', 'delia']",god bless beautiful delia
hang tuff sweetie great,"['hang', 'tuff', 'sweetie', 'great']",hang tuff sweetie great
trooper sending hugs prayers way,"['trooper', 'sending', 'hugs', 'prayers', 'way']",trooper sending hugs prayers way
awe even know proud,"['awe', 'even', 'know', 'proud']",awe even know proud
strong beat positivity get praying,"['strong', 'beat', 'positivity', 'get', 'praying']",strong beat positivity get praying
keep fighting prayers cannot imagine go thru chemo alone warrior,"['keep', 'fighting', 'prayers', 'cannot', 'imagine', 'go', 'thru', 'chemo', 'alone', 'warrior']",keep fighting prayers cannot imagine go thru chemo alone warrior
praying please beat breast cancer butt,"['praying', 'please', 'beat', 'breast', 'cancer', 'butt']",praying please beat breast cancer butt
strong inspirational young woman bless,"['strong', 'inspirational', 'young', 'woman', 'bless']",strong inspirational young woman bless
sad watching im sorry go threw something difficult little dealings cancer much love,"['sad', 'watching', 'im', 'sorry', 'go', 'threw', 'something', 'difficult', 'little', 'dealings', 'cancer', 'much', 'love']",sad watching im sorry go threw something difficult little dealings cancer much love
love dylan delia,"['love', 'dylan', 'delia']",love dylan delia
